KRNr,VorlageNr,Titel,Geschaeftsart,AblaufschrittTyp,DokumentTitel,eDocumentFileName,eDocumentID,Version,Sitzungsdatum,url
5201,5201,Projektierungs- und Vorbereitungsarbeiten für den Autobahnzusammenschluss Bülach-Glattfelden,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,98b45e45ebeb43ff98a39502131eddb8-332,1,2015-09-14T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/98b45e45ebeb43ff98a39502131eddb8-332/1/pdf
75/2014,,Zu viele Kompetenzen für die Konzessionsbehörde bei der Nutzung des Untergrundes,Postulat,Überweisung an Regierungsrat,Abstimmungsresultat,Abstimmungsresultat,b01759c39d3f4638a21f618606f82e70-332,1,2015-09-14T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/b01759c39d3f4638a21f618606f82e70-332/1/pdf
5123,5123,Universitätsgesetz,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,e024640dc9f640d186428dde1434041f-332,1,2015-09-14T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/e024640dc9f640d186428dde1434041f-332/1/pdf
5059,5059,Planungs- und Baugesetz,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,95387d61193d44a680fa7654a26f0ab8-332,1,2015-09-14T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/95387d61193d44a680fa7654a26f0ab8-332/1/pdf
13/2013,,Differenzierte Lektionentafel an der Sekundarstufe,Parlamentarische Initiative,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,c8fa4d42b3ee4594b9c5dd1aa8ebf1f0-332,1,2015-09-21T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/c8fa4d42b3ee4594b9c5dd1aa8ebf1f0-332/1/pdf
103/2013,,Stärkung der universitären Unabhängigkeit,Parlamentarische Initiative,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,a9a92a00b0f24e5f8adb4dcb38e331cb-332,1,2015-09-21T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/a9a92a00b0f24e5f8adb4dcb38e331cb-332/1/pdf
256/2013,,Anreize für vertiefende und berufsfelderweiternde Qualifikationen an der Volksschule,Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,fe639878c1f949cdbba2e0c5fa3595f2-332,1,2015-09-21T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/fe639878c1f949cdbba2e0c5fa3595f2-332/1/pdf
287/2013,,Förderung der Berufsmaturität,Postulat,Überweisung an Regierungsrat,Abstimmungsresultat,Abstimmungsresultat,94c598e6041a4b04b59b4a54f7911fc8-332,1,2015-09-21T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/94c598e6041a4b04b59b4a54f7911fc8-332/1/pdf
5184,5184,Genehmigung Jahresbericht Universitätsspital Zürich für das Jahr 2014,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,0501ac22558b416d9c36e4d1e9d0ec3f-332,1,2015-09-28T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/0501ac22558b416d9c36e4d1e9d0ec3f-332/1/pdf
5183,5183,Genehmigung Jahresbericht Kantonsspital Winterthur für das Jahr 2014,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,daab6a8356c84156b466022d26bb7dea-332,1,2015-09-28T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/daab6a8356c84156b466022d26bb7dea-332/1/pdf
5122,5122,Krebsregistergesetz (KreReG),Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,d05efa37b1e1456b908c25fbbe321601-332,1,2015-09-28T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d05efa37b1e1456b908c25fbbe321601-332/1/pdf
216/2015,,Tätigkeitsbericht Datenschutzbeauftragter 2014,Geschäftsbericht,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,38facedbcaac4b7bab4685d577b989d0-332,1,2015-09-28T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/38facedbcaac4b7bab4685d577b989d0-332/1/pdf
217/2015,,Tätigkeitsbericht Ombudsmann 2014,Geschäftsbericht,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,34f99dde92ab46f28008aa288aa88c70-332,1,2015-09-28T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/34f99dde92ab46f28008aa288aa88c70-332/1/pdf
250/2014,,Übernahme der Trägerschaft der Regionalspitäler durch den Kanton Zürich,Motion,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,ff6c533dfcbc46669d319296ceaa8970-332,1,2015-09-28T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/ff6c533dfcbc46669d319296ceaa8970-332/1/pdf
5186,5186,Bewilligung eines Beitrages aus dem Lotteriefonds zugunsten der Hotelfachschule Belvoirpark Zürich,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,5bc4dc642d5f4878aabe76b2e391e08b-332,1,2015-10-19T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/5bc4dc642d5f4878aabe76b2e391e08b-332/1/pdf
103/2015,,Rückgängigmachung der Halbierung der Kapitalsteuer,Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,c9cdf73e1da84448b38e5ca8a2226f62-332,1,2015-10-19T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/c9cdf73e1da84448b38e5ca8a2226f62-332/1/pdf
5159,5159,Steuergesetz,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,442fdc0c24fa449497dc17d00f9e7b5e-332,1,2015-10-19T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/442fdc0c24fa449497dc17d00f9e7b5e-332/1/pdf
104/2015,,Ausmass der Steuerhinterziehung und mögliche Gegenmassnahmen,Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,000b5e1a141c4c139001173f7d78b7a1-332,1,2015-10-19T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/000b5e1a141c4c139001173f7d78b7a1-332/1/pdf
288/2014,,Anforderungsprofil für KESB-Mitglieder,Parlamentarische Initiative,Ablehnung - Nicht vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,178582e3e6b149c6ae35e0ce685dde44-332,1,2015-10-26T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/178582e3e6b149c6ae35e0ce685dde44-332/1/pdf
143/2015,,"Schluss mit religiösem Zwang, Grundrechte auch für Kinder",Einzelinitiative,Ablehnung - Nicht vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,302b1d0775574c7bbd2040ea1a098ce9-332,1,2015-10-26T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/302b1d0775574c7bbd2040ea1a098ce9-332/1/pdf
272/2014,,"Vorläufig aufgenommene, Status F, keine Sozialhilfe mehr nach SKOS",Parlamentarische Initiative,Vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,ef436dea4d714fff8d413e9940929a9b-332,1,2015-10-26T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/ef436dea4d714fff8d413e9940929a9b-332/1/pdf
335/2014,,"Wort halten! Realisierung des PJZ, wie den Stimmbürgerinnen und Stimmbürgern versprochen",Parlamentarische Initiative,Vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,4d1fbb19205e4306b3761fd8e4397f0b-332,1,2015-10-26T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/4d1fbb19205e4306b3761fd8e4397f0b-332/1/pdf
228/2015,,Humanitäre Hilfe für Familien auf der Flucht,Dringliches Postulat,Überweisung an Regierungsrat,Abstimmungsresultat,Abstimmungsresultat,a987bbb864364ef48ea6d371b1c699ba-332,1,2015-10-26T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/a987bbb864364ef48ea6d371b1c699ba-332/1/pdf
136/2014,,Ehrliche Umsetzung des PJZ-Gesetzes und Freigabe des gesamten Kasernenareals,Postulat,Überweisung an Regierungsrat,Abstimmungsresultat,Abstimmungsresultat,a422819243f54ae684823265e973f1ff-332,1,2015-10-26T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/a422819243f54ae684823265e973f1ff-332/1/pdf
269/2014,,Gesamtbetrachtung der Eigentalstrasse,Postulat,Überweisung an Regierungsrat,Abstimmungsresultat,Abstimmungsresultat,ab38778c8b2d43ed834e247c10fe44b1-332,1,2015-11-02T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/ab38778c8b2d43ed834e247c10fe44b1-332/1/pdf
348/2014,,Kostendeckende Solarstrom-Produktion auf kantonalen Liegenschaften,Postulat,Überweisung an Regierungsrat,Abstimmungsresultat,Abstimmungsresultat,f16b0105525342259651ee8889a6b838-332,1,2015-11-02T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/f16b0105525342259651ee8889a6b838-332/1/pdf
29/2013,,Reorganisation Immobilienmanagement,Parlamentarische Initiative,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,2f6b0f40b043438c9a1dbef5370e9173-332,1,2015-11-02T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/2f6b0f40b043438c9a1dbef5370e9173-332/1/pdf
324/2014,,Naturzentrum auf der Halbinsel Au,Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,d7d2b455f8ad4a18854a8e3c21b655b9-332,1,2015-11-02T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d7d2b455f8ad4a18854a8e3c21b655b9-332/1/pdf
218/2014,,Rettet die Bienen,Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,b8923ca71f7e4d30b96d6cc23098d4fa-332,1,2015-11-02T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/b8923ca71f7e4d30b96d6cc23098d4fa-332/1/pdf
5193,5193,Jahresbericht der Zürcher Fachhochschule für das Jahr 2014,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,4e0f78b93c824d06bb9d213aac11e40f-332,1,2015-11-09T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/4e0f78b93c824d06bb9d213aac11e40f-332/1/pdf
5173,5173,Genehmigung Jahresbericht der Universität für das Jahr 2014,Geschäftsbericht,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,d2e412a614174a7f87accf56cc758d01-332,1,2015-11-09T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d2e412a614174a7f87accf56cc758d01-332/1/pdf
249/2015,,Naturalien statt Bargeld für vorläufig Aufgenommene,Dringliches Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,cdc32d857bf044b585824c0dc43f8dc8-332,1,2015-11-09T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cdc32d857bf044b585824c0dc43f8dc8-332/1/pdf
5233,5233,Fristerstreckung für die Berichterstattung und Antragstellung zur Motion KR-Nr. 260/2010 betreffend Seerestaurant im Bereich des Bürkliplatzes,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,a8036b28465145cbaf43e6ed4a2e9136-332,1,2015-11-16T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/a8036b28465145cbaf43e6ed4a2e9136-332/1/pdf
39/2015,,Versorgungsplanung für Integrierte Sonderschulen,Motion,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,cd12d4413f614d54b03fc786cb31c0d4-332,1,2015-11-16T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cd12d4413f614d54b03fc786cb31c0d4-332/1/pdf
104/2013,,Universität Zürich: Transparenz über Interessenbindungen,Parlamentarische Initiative,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,64fd45b3c3f54bc8a4895dc9e2aaa15f-332,1,2015-11-16T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/64fd45b3c3f54bc8a4895dc9e2aaa15f-332/1/pdf
295/2013,,Steigende Versorgertaxen für externe Sonderschulungen,Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,433c8af6e99f4f51a91bddd6ef35d881-332,1,2015-11-16T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/433c8af6e99f4f51a91bddd6ef35d881-332/1/pdf
360/2013,,Kein Nachteilausgleich bei kognitiven Schwächen,Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,24b0836c7eae46b2b4579a1d22f20b73-332,1,2015-11-16T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/24b0836c7eae46b2b4579a1d22f20b73-332/1/pdf
5178,5178,Universitätsgesetz,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,72ea66b8f7324337a0b38af96fe3c6fb-332,1,2015-11-16T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/72ea66b8f7324337a0b38af96fe3c6fb-332/1/pdf
85/2014,,Sprachen- und Kulturaustausch in der Schweiz für alle,Postulat,Überweisung an Regierungsrat,Abstimmungsresultat,Abstimmungsresultat,d3082af85bc54a289dd7bbd8eacd1c40-332,1,2015-11-16T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d3082af85bc54a289dd7bbd8eacd1c40-332/1/pdf
5218,5218,Gesetz über die Nutzung des Untergrundes (GNU),Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,03acac3ee8f440a79c331d78cdd8a337-332,1,2015-11-16T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/03acac3ee8f440a79c331d78cdd8a337-332/1/pdf
69/2011,,Einführung eines kantonalen Jugendparlaments,Motion,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,5c461d52fed242989e0d6e1b342d8ed6-332,1,2015-11-16T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/5c461d52fed242989e0d6e1b342d8ed6-332/1/pdf
172/2014,,Anschlussquote in der beruflichen Grundbildung bis 2020 auf 95% erhöhen,Postulat,Überweisung an Regierungsrat,Abstimmungsresultat,Abstimmungsresultat,2505375bda144d03a08bcf11c97cc2d2-332,1,2015-11-16T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/2505375bda144d03a08bcf11c97cc2d2-332/1/pdf
5182,5182,Beiträge an die Stiftung Greater Zurich Area Standortmarketing für 2016 bis 2019,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,107feea2c7ab4a49807a2cf0100699ca-332,1,2015-11-23T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/107feea2c7ab4a49807a2cf0100699ca-332/1/pdf
170/2015,,Berufsbildung stärken und mehr Schutz für Lernende garantieren,Einzelinitiative,Ablehnung - Nicht vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,a48afb1c25914a65913f7a80e2c66ff7-332,1,2015-11-30T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/a48afb1c25914a65913f7a80e2c66ff7-332/1/pdf
94/2015,,Ausgewogene Besetzung von Strategie- und Aufsichtsgremien öffentlich-rechtlicher Anstalten,Motion,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,4e0dbd50deb348baaa80860a99552ab6-332,1,2015-11-30T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/4e0dbd50deb348baaa80860a99552ab6-332/1/pdf
5134,5134,Publikationsgesetz (PublG),Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,d981ea2e7cfe4db890d1e08abac0e946-332,1,2015-11-30T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d981ea2e7cfe4db890d1e08abac0e946-332/1/pdf
297/2013,,"Kinder- und Jugendhilfegesetz (KJHG), Kleinkinderbetreuungsbeiträge (KKBB)",Parlamentarische Initiative,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,28f80459f16d4f7cbb275cce40552b99-332,1,2015-11-30T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/28f80459f16d4f7cbb275cce40552b99-332/1/pdf
25/2014,,Aufhebung Gesetzesbestimmung Beiträge für die Betreuung von Kleinkindern (KJHG),Parlamentarische Initiative,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,2fd4ca8ce69f489fb17d3736240fc537-332,1,2015-11-30T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/2fd4ca8ce69f489fb17d3736240fc537-332/1/pdf
5216,5216,Geschäftsbericht und der Jahresrechnung 2014 der BVG- und Stiftungsaufsicht des Kantons Zürich (BVS),Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,81964dd92e974b08a9e269f5aec5473e-332,1,2015-11-30T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/81964dd92e974b08a9e269f5aec5473e-332/1/pdf
196/2015,,"Verkehr, Verkehrsnetz und Verkehrsinfrastrukturen",Einzelinitiative,Vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,9c61ef1d52504b1d9b00169d2e6d3da5-332,1,2015-11-30T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/9c61ef1d52504b1d9b00169d2e6d3da5-332/1/pdf
5229,5229,"Jahresberichte u. Nachweis Einhaltung der neg. Zweckbindung der Kirchensteuern der jur. Personen 2014 der Ev.-ref. Landeskirche, der Röm.-kath. Körperschaft, der Christkath. Kirchgemeinde, der Israelitischen Cultus- und der Jüdischen Liberalen Gemeinde",Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,b1582ff2515b4bda8384a333b02f1fef-332,1,2015-11-30T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/b1582ff2515b4bda8384a333b02f1fef-332/1/pdf
5220,5220,"Bewilligung von Nachtragskreditbegehren für das Jahr 2015, II. Serie",Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,e7587526acc54c2fa9a15b84c3a6b55d-332,1,2015-12-07T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/e7587526acc54c2fa9a15b84c3a6b55d-332/1/pdf
5225,5225,Festsetzung Steuerfuss für die Jahre 2016 und 2017,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,4bbe2e4e295246a3b8289077c6604f11-332,1,2015-12-14T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/4bbe2e4e295246a3b8289077c6604f11-332/1/pdf
5/2015,,"Opernhausgesetz, Finanzierung Bauten",Parlamentarische Initiative,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,47d32b5b34704897b7a343fecec0755d-332,1,2015-12-14T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/47d32b5b34704897b7a343fecec0755d-332/1/pdf
5226,5226,Festsetzung Budget für das Rechnungsjahr 2016,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,a53c3ee4556e4968a70be791cdee2d6d-332,1,2015-12-14T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/a53c3ee4556e4968a70be791cdee2d6d-332/1/pdf
350/2014,,Schaffung einer zentralen Stelle für die Vorprüfung von akademischen Forschungsprojekten und Erfassung von klinischen Forschungsprojekten am Universitätsspital Zürich,Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,ce395a8fc49f48a68f68e9da37d1f4f1-332,1,2016-01-18T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/ce395a8fc49f48a68f68e9da37d1f4f1-332/1/pdf
26/2015,,Gemeinden mit ungerechtfertigten Krankenkassenkosten entlasten,Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,9a685d09f5254d85b414a804148ce2dd-332,1,2016-01-18T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/9a685d09f5254d85b414a804148ce2dd-332/1/pdf
5207,5207,Gesetzliche Grundlagen für die Kantonsapotheke Zürich,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,b32a521f10124c0696abd34526e62372-332,1,2016-01-18T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/b32a521f10124c0696abd34526e62372-332/1/pdf
118/2015,,Steuerbefreiung der anerkannten Ausgaben für den Lebensbedarf,Motion,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,bde80b5d79c143fc841d3095f3929054-332,1,2016-02-01T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/bde80b5d79c143fc841d3095f3929054-332/1/pdf
211/2015,,Unvereinbarkeit nationaler Mandate mit dem Amt des Regierungsrates,Einzelinitiative,Ablehnung - Nicht vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,6160055f3748413c80e91200f1c5094d-332,1,2016-02-01T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/6160055f3748413c80e91200f1c5094d-332/1/pdf
210/2015,,"Provisorische Rechnung, Staats- und Gemeindesteuern entfallen. Steuererrechnung wird erstellt, nach dem verflossenen Jahr, die Bevölkerung erhält nur eine Rechnung",Einzelinitiative,Ablehnung - Nicht vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,b8ab8d957d8a445fbf2d1f143db523f2-332,1,2016-02-01T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/b8ab8d957d8a445fbf2d1f143db523f2-332/1/pdf
222/2015,,REDEM - Initiative für klimafreundliche Gebäude,Einzelinitiative,Vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,f14714454fa8473d8593a2cca41077fe-332,1,2016-02-01T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/f14714454fa8473d8593a2cca41077fe-332/1/pdf
353/2014,,Bestrafung von Chaoten und Verbrechern in Saubannerzügen,Postulat,Überweisung an Regierungsrat,Abstimmungsresultat,Abstimmungsresultat,380232ef3a614b99bbe4167145e65fb6-332,1,2016-02-08T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/380232ef3a614b99bbe4167145e65fb6-332/1/pdf
319/2014,,Überwachung der Überwachungskameras,Motion,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,b74ebc0ce9224767843e8fb6eaa82f10-332,1,2016-02-08T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/b74ebc0ce9224767843e8fb6eaa82f10-332/1/pdf
297/2014,,Begrenzung der Sozialhilfe an Grossfamilien,Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,ada79eb9ec75467d9449aeb4ab4d3ee8-332,1,2016-02-08T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/ada79eb9ec75467d9449aeb4ab4d3ee8-332/1/pdf
298/2014,,Abschaffung der Integrationszulage in der Sozialhilfe,Postulat,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,1408ca77a7a84550add3238c6db74fb3-332,1,2016-02-08T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/1408ca77a7a84550add3238c6db74fb3-332/1/pdf
4902,4902,Gesetz über den Beitritt zum Konkordat über private Sicherheitsdienstleistungen,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,d14bc5fdefca4a52b9aec919a07c9b9b-332,1,2016-02-08T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d14bc5fdefca4a52b9aec919a07c9b9b-332/1/pdf
5213,5213,Grundsätze über die mittel- und langfristige Entwicklung von Angebot und Tarif im öffentlichen Personenverkehr,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,740e88ff257e4dad8ff73339170a1424-332,1,2016-02-15T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/740e88ff257e4dad8ff73339170a1424-332/1/pdf
5214,5214,Rahmenkredit des Zürcher Verkehrsverbundes für die Fahrplanperiode 2016/2017,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,46cf4c75a44443d3a40d8bdf4fb61254-332,1,2016-02-15T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/46cf4c75a44443d3a40d8bdf4fb61254-332/1/pdf
6/2016,,"Religionsneutralität öffentlicher Ausbildungsstätten, Grundrechte auch für Kinder",Einzelinitiative,Ablehnung - Nicht vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,9dbfc7d77d7249b0ba55fbfb12068734-332,1,2016-02-29T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/9dbfc7d77d7249b0ba55fbfb12068734-332/1/pdf
280/2015,,Kantonales Mitspracherecht der Kantone bei den Flughäfen,Einzelinitiative,Ablehnung - Nicht vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,e522326998634cf880e613201e5820f5-332,1,2016-02-29T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/e522326998634cf880e613201e5820f5-332/1/pdf
300/2014,,Aufhebung Steuerbefreiung aus öffentlichen Mitteln,Parlamentarische Initiative,Vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,d569bccfcec34203bce9967fb9d6f906-332,1,2016-02-29T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d569bccfcec34203bce9967fb9d6f906-332/1/pdf
281/2015,,Öffentliche Sitzungen des Gemeindevorstandes,Einzelinitiative,Ablehnung - Nicht vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,94cfa02ed2474b6d834c8b45e25d11b7-332,1,2016-02-29T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/94cfa02ed2474b6d834c8b45e25d11b7-332/1/pdf
